Date,MP_Name,Original_MP_Name,Attendance
2021-02-25,S Iswaran,"Mr S Iswaran (West Coast), Minister for Communications and Information and Minister-in-charge of Trade Relations. ",True
2021-02-25,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Health and Government Whip. ",True
2021-02-25,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Sustainability and the Environment and Transport. ",True
2021-02-25,Koh Lian Pin,Prof Koh Lian Pin (Nominated Member). ,True
2021-02-25,Koh Poh Koon,"Dr Koh Poh Koon (Tampines), Senior Minister of State for Health. ",True
2021-02-25,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Kebun Baru). ,True
2021-02-25,Desmond Lee,"Mr Desmond Lee (West Coast), Minister for National Development, Minister-in-charge of Social Services Integration. ",True
2021-02-25,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2021-02-25,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member). ,True
2021-02-25,Liang Eng Hwa,Mr Liang Eng Hwa (Bukit Panjang). ,True
2021-02-25,Lim Biow Chuan,Mr Lim Biow Chuan (Mountbatten). ,True
2021-02-25,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim (Sengkang). ,True
2021-02-25,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang). ,True
2021-02-25,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2021-02-25,Mariam Jaafar,Ms Mariam Jaafar (Sembawang). ,True
2021-02-25,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Minister for Social and Family Development, Second Minister for Health and Minister-in-charge of Muslim Affairs. ",True
2021-02-25,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Minister, Prime Minister's Office and Second Minister for Education and Foreign Affairs. ",True
2021-02-25,Mohd Fahmi Aliman,Mr Mohd Fahmi Aliman (Marine Parade). ,True
2021-02-25,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2021-02-25,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Minister of State for Home Affairs and National Development. ",True
2021-02-25,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2021-02-25,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin (Ang Mo Kio). ,True
2021-02-25,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2021-02-25,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2021-02-25,Ng Ling Ling,Ms Ng Ling Ling (Ang Mo Kio). ,True
2021-02-25,Rachel Ong,Miss Rachel Ong (West Coast). ,True
2021-02-25,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Transport. ",True
2021-02-25,Joan Pereira,Ms Joan Pereira (Tanjong Pagar). ,True
2021-02-25,Leon Perera,Mr Leon Perera (Aljunied). ,True
2021-02-25,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2021-02-25,Hazel Poa,Ms Hazel Poa (Non-Constituency Member). ,True
2021-02-25,Poh Li San,Ms Poh Li San (Sembawang). ,True
2021-02-25,Pritam Singh,"Mr Pritam Singh (Aljunied), Leader of the Opposition. ",True
2021-02-25,Rahayu Mahzam,"Ms Rahayu Mahzam (Jurong), Parliamentary Secretary to the Minister for Health. ",True
2021-02-25,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2021-02-25,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade). ,True
2021-02-25,Shahira Abdullah,Dr Shahira Abdullah (Nominated Member). ,True
2021-02-25,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law. ",True
2021-02-25,Sharael Taha,Mr Sharael Taha (Pasir Ris-Punggol). ,True
2021-02-25,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Communications and Information and National Development and Deputy Government Whip. ",True
2021-02-25,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2021-02-25,Hany Soh,Ms Hany Soh (Marsiling-Yew Tee). ,True
2021-02-25,Sun Xueling,"Ms Sun Xueling (Punggol West), Minister of State for Education and Social and Family Development. ",True
2021-02-25,Alvin Tan,"Mr Alvin Tan (Tanjong Pagar), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2021-02-25,Carrie Tan,Ms Carrie Tan (Nee Soon). ,True
2021-02-25,Desmond Tan,"Mr Desmond Tan (Pasir Ris-Punggol), Minister of State for Home Affairs and Sustainability and the Environment. ",True
2021-02-25,Tan Kiat How,"Mr Tan Kiat How (East Coast), Minister of State, Prime Minister's Office and for National Development. ",True
2021-02-25,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Hougang). ,True
2021-02-25,Tan See Leng,"Dr Tan See Leng (Marine Parade), Minister, Prime Minister's Office and Second Minister for Manpower and Trade and Industry. ",True
2021-02-25,Jessica Tan Soon Neo,"Ms Jessica Tan Soon Neo (East Coast), Deputy Speaker. ",True
2021-02-25,Tan Wu Meng,Dr Tan Wu Meng (Jurong). ,True
2021-02-25,Tan Yia Swam,Dr Tan Yia Swam (Nominated Member). ,True
2021-02-25,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (Pioneer). ,True
2021-02-25,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Senior Minister and Coordinating Minister for National Security. ",True
2021-02-25,Josephine Teo,"Mrs Josephine Teo (Jalan Besar), Minister for Manpower and Second Minister for Home Affairs. ",True
2021-02-25,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Senior Minister and Coordinating Minister for Social Policies. ",True
2021-02-25,Raj Joshua Thomas,Mr Raj Joshua Thomas (Nominated Member). ,True
2021-02-25,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2021-02-25,Edwin Tong Chun Fai,"Mr Edwin Tong Chun Fai (Marine Parade), Minister for Culture, Community and Youth and Second Minister for Law. ",True
2021-02-25,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2021-02-25,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs. ",True
2021-02-25,Wan Rizal,Dr Wan Rizal (Jalan Besar). ,True
2021-02-25,Don Wee,Mr Don Wee (Chua Chu Kang) ,True
2021-02-25,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Minister for Education and Second Minister for Finance. ",True
2021-02-25,Xie Yao Quan,Mr Xie Yao Quan (Jurong). ,True
2021-02-25,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee). ,True
2021-02-25,Yeo Wan Ling,Ms Yeo Wan Ling (Pasir Ris-Punggol). ,True
2021-02-25,Yip Hon Weng,Mr Yip Hon Weng (Yio Chu Kang). ,True
2021-02-25,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Radin Mas). ,True
2021-02-25,Zaqy Mohamad,"Mr Zaqy Mohamad (Marsiling-Yew Tee), Senior Minister of State for Defence and Manpower and Deputy Leader of the House. ",True
2021-02-25,Zhulkarnain Abdul Rahim,Mr Zhulkarnain Abdul Rahim (Chua Chu Kang). ,True
