Date,MP_Name,Original_MP_Name,Attendance
2015-01-30,Hawazi Daipi,"Mr Hawazi Daipi (Sembawang), Senior Parliamentary Secretary to the Minister for Education and Minister for Manpower. ",True
2015-01-30,Hri Kumar Nair,Mr Hri Kumar Nair (Bishan-Toa Payoh). ,True
2015-01-30,Inderjit Singh,Mr Inderjit Singh (Ang Mo Kio). ,True
2015-01-30,S Iswaran,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry. ",True
2015-01-30,Janil Puthucheary,Dr Janil Puthucheary (Pasir Ris-Punggol). ,True
2015-01-30,K Karthikeyan,Mr K Karthikeyan (Nominated Member). ,True
2015-01-30,Khaw Boon Wan,"Mr Khaw Boon Wan (Sembawang), Minister for National Development. ",True
2015-01-30,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and Manpower and Deputy Government Whip. ",True
2015-01-30,Kuik Shiao-Yin,Ms Kuik Shiao-Yin (Nominated Member). ,True
2015-01-30,Lam Pin Min,"Dr Lam Pin Min (Sengkang West), Minister of State for Health. ",True
2015-01-30,Lee Bee Wah,Er Dr Lee Bee Wah (Nee Soon). ,True
2015-01-30,Desmond Lee,"Mr Desmond Lee (Jurong), Minister of State for National Development. ",True
2015-01-30,Ellen Lee,Ms Ellen Lee (Sembawang). ,True
2015-01-30,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2015-01-30,Lee Li Lian,Ms Lee Li Lian (Punggol East). ,True
2015-01-30,Lee Yi Shyan,"Mr Lee Yi Shyan (East Coast), Senior Minister of State for National Development and Trade and Industry. ",True
2015-01-30,Liang Eng Hwa,Mr Liang Eng Hwa (Holland-Bukit Timah). ,True
2015-01-30,Lim Biow Chuan,Mr Lim Biow Chuan (Mountbatten). ,True
2015-01-30,Lim Hng Kiang,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry. ",True
2015-01-30,Raymond Lim Siang Keat,Mr Raymond Lim Siang Keat (East Coast). ,True
2015-01-30,Lim Swee Say,"Mr Lim Swee Say (East Coast), Minister, Prime Minister's Office. ",True
2015-01-30,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2015-01-30,Lim Wee Kiak,Dr Lim Wee Kiak (Nee Soon). ,True
2015-01-30,Penny Low,Miss Penny Low (Pasir Ris-Punggol). ,True
2015-01-30,Low Thia Khiang,Mr Low Thia Khiang (Aljunied). ,True
2015-01-30,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Parliamentary Secretary to the Minister for Culture, Community and Youth and Minister for Social and Family Development. ",True
2015-01-30,Lui Tuck Yew,"Mr Lui Tuck Yew (Moulmein-Kallang), Minister for Transport ",True
2015-01-30,Mah Bow Tan,Mr Mah Bow Tan (Tampines). ,True
2015-01-30,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Senior Minister of State for Foreign Affairs and Home Affairs. ",True
2015-01-30,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Minister of State for Defence and National Development. ",True
2015-01-30,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2015-01-30,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Health and Minister for Transport. ",True
2015-01-30,Lily Neo,Dr Lily Neo (Tanjong Pagar). ,True
2015-01-30,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence and Leader of the House. ",True
2015-01-30,Irene Ng Phek Hoong,Ms Irene Ng Phek Hoong (Tampines). ,True
2015-01-30,David Ong,Mr David Ong (Jurong). ,True
2015-01-30,Ong Teng Koon,Mr Ong Teng Koon (Sembawang). ,True
2015-01-30,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Moulmein-Kallang). ,True
2015-01-30,Png Eng Huat,Mr Png Eng Huat (Hougang). ,True
2015-01-30,Pritam Singh,Mr Pritam Singh (Aljunied). ,True
2015-01-30,Seah Kian Peng,"Mr Seah Kian Peng (Marine Parade), Deputy Speaker. ",True
2015-01-30,Seng Han Thong,Mr Seng Han Thong (Ang Mo Kio). ,True
2015-01-30,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Foreign Affairs and Minister for Law. ",True
2015-01-30,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Minister of State for Education and Communications and Information. ",True
2015-01-30,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2015-01-30,Rita Soh Siow Lan,Ms Rita Soh Siow Lan (Nominated Member). ,True
2015-01-30,Benedict Tan,Dr Benedict Tan (Nominated Member). ,True
2015-01-30,Sam Tan Chin Siong,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State for Culture, Community and Youth and Prime Minister's Office. ",True
2015-01-30,Tan Chuan-Jin,"Mr Tan Chuan-Jin (Marine Parade), Minister for Manpower. ",True
2015-01-30,Randolph Tan,Assoc Prof Randolph Tan (Nominated Member). ,True
2015-01-30,Jessica Tan Soon Neo,Ms Jessica Tan Soon Neo (East Coast). ,True
2015-01-30,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (Nee Soon). ,True
2015-01-30,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security and Minister for Home Affairs. ",True
2015-01-30,Teo Ho Pin,"Dr Teo Ho Pin (Bukit Panjang), Deputy Government Whip. ",True
2015-01-30,Josephine Teo,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport. ",True
2015-01-30,Teo Ser Luck,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Trade and Industry. ",True
2015-01-30,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Minister for Finance. ",True
2015-01-30,Tin Pei Ling,Ms Tin Pei Ling (Marine Parade). ,True
2015-01-30,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai (Moulmein-Kallang). ,True
2015-01-30,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2015-01-30,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for the Environment and Water Resources. ",True
2015-01-30,Wong Kan Seng,Mr Wong Kan Seng (Bishan-Toa Payoh). ,True
2015-01-30,Lawrence Wong,"Mr Lawrence Wong (West Coast), Minister for Culture, Community and Youth and Second Minister for Communications and Information. ",True
2015-01-30,Dr Yaacob Ibrahim,"Assoc Prof Dr Yaacob Ibrahim (Moulmein-Kallang), Minister for Communications and Information and Minister-in-charge of Muslim Affairs. ",True
2015-01-30,Alex Yam,Mr Alex Yam (Chua Chu Kang). ,True
2015-01-30,Yee Jenn Jong,Mr Yee Jenn Jong (Non-Constituency Member). ,True
2015-01-30,Zainal Sapari,Mr Zainal Sapari (Pasir Ris-Punggol). ,True
2015-01-30,Zaqy Mohamad,Mr Zaqy Mohamad (Chua Chu Kang). ,True
