Date,MP_Name,Original_MP_Name,Attendance
2022-11-29,Foo Mee Har,Ms Foo Mee Har (West Coast). ,True
2022-11-29,Grace Fu Hai Yien,"Ms Grace Fu Hai Yien (Yuhua), Minister for Sustainability and the Environment. ",True
2022-11-29,Gan Kim Yong,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Trade and Industry. ",True
2022-11-29,Gan Siow Huang,"Ms Gan Siow Huang (Marymount), Minister of State for Education and Manpower. ",True
2022-11-29,Gan Thiam Poh,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2022-11-29,Gerald Giam Yean Song,Mr Gerald Giam Yean Song (Aljunied). ,True
2022-11-29,Derrick Goh,Mr Derrick Goh (Nee Soon). ,True
2022-11-29,He Ting Ru,Ms He Ting Ru (Sengkang). ,True
2022-11-29,Heng Chee How,"Mr Heng Chee How (Jalan Besar), Senior Minister of State for Defence. ",True
2022-11-29,Heng Swee Keat,"Mr Heng Swee Keat (East Coast), Deputy Prime Minister and Coordinating Minister for Economic Policies. ",True
2022-11-29,Hoon Hian Teck,Prof Hoon Hian Teck (Nominated Member). ,True
2022-11-29,Shawn Huang Wei Zhong,Mr Shawn Huang Wei Zhong (Jurong). ,True
2022-11-29,Indranee Rajah,"Ms Indranee Rajah (Tanjong Pagar), Minister, Prime Minister's Office and Second Minister for Finance and National Development and Leader of the House. ",True
2022-11-29,S Iswaran,"Mr S Iswaran (West Coast), Minister for Transport and Minister-in-charge of Trade Relations. ",True
2022-11-29,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Health and Government Whip. ",True
2022-11-29,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Sustainability and the Environment and Transport. ",True
2022-11-29,Koh Poh Koon,"Dr Koh Poh Koon (Tampines), Senior Minister of State for Manpower and Sustainability and the Environment. ",True
2022-11-29,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Kebun Baru). ,True
2022-11-29,Desmond Lee,"Mr Desmond Lee (West Coast), Minister for National Development, Minister-in-charge of Social Services Integration. ",True
2022-11-29,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2022-11-29,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member). ,True
2022-11-29,Liang Eng Hwa,Mr Liang Eng Hwa (Bukit Panjang). ,True
2022-11-29,Lim Biow Chuan,Mr Lim Biow Chuan (Mountbatten). ,True
2022-11-29,Jamus Jerome Lim,Assoc Prof Jamus Jerome Lim (Sengkang). ,True
2022-11-29,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2022-11-29,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang). ,True
2022-11-29,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2022-11-29,Mariam Jaafar,Ms Mariam Jaafar (Sembawang). ,True
2022-11-29,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Minister for Social and Family Development, Second Minister for Health and Minister-in-charge of Muslim Affairs. ",True
2022-11-29,Mohd Fahmi Aliman,Mr Mohd Fahmi Aliman (Marine Parade). ,True
2022-11-29,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Minister of State for Home Affairs and National Development. ",True
2022-11-29,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2022-11-29,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin (Ang Mo Kio). ,True
2022-11-29,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2022-11-29,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2022-11-29,Ng Ling Ling,Ms Ng Ling Ling (Ang Mo Kio). ,True
2022-11-29,Rachel Ong,Miss Rachel Ong (West Coast). ,True
2022-11-29,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Health. ",True
2022-11-29,Joan Pereira,Ms Joan Pereira (Tanjong Pagar). ,True
2022-11-29,Leon Perera,Mr Leon Perera (Aljunied). ,True
2022-11-29,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2022-11-29,Hazel Poa,Ms Hazel Poa (Non-Constituency Member). ,True
2022-11-29,Poh Li San,Ms Poh Li San (Sembawang). ,True
2022-11-29,Pritam Singh,"Mr Pritam Singh (Aljunied), Leader of the Opposition. ",True
2022-11-29,Rahayu Mahzam,"Ms Rahayu Mahzam (Jurong), Senior Parliamentary Secretary to the Minister for Health and Minister for Law. ",True
2022-11-29,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2022-11-29,Shahira Abdullah,Dr Shahira Abdullah (Nominated Member). ,True
2022-11-29,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law. ",True
2022-11-29,Sharael Taha,Mr Sharael Taha (Pasir Ris-Punggol). ,True
2022-11-29,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Foreign Affairs and National Development and Deputy Government Whip. ",True
2022-11-29,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2022-11-29,Hany Soh,Ms Hany Soh (Marsiling-Yew Tee). ,True
2022-11-29,Sun Xueling,"Ms Sun Xueling (Punggol West), Minister of State for Home Affairs and Social and Family Development. ",True
2022-11-29,Alvin Tan,"Mr Alvin Tan (Tanjong Pagar), Minister of State for Culture, Community and Youth and Trade and Industry. ",True
2022-11-29,Carrie Tan,Ms Carrie Tan (Nee Soon). ,True
2022-11-29,Desmond Tan,"Mr Desmond Tan (Pasir Ris-Punggol), Minister of State, Prime Minister's Office. ",True
2022-11-29,Tan Kiat How,"Mr Tan Kiat How (East Coast), Senior Minister of State for Communications and Information and National Development. ",True
2022-11-29,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Hougang). ,True
2022-11-29,Tan See Leng,"Dr Tan See Leng (Marine Parade), Minister for Manpower and Second Minister for Trade and Industry. ",True
2022-11-29,Jessica Tan Soon Neo,"Ms Jessica Tan Soon Neo (East Coast), Deputy Speaker. ",True
2022-11-29,Tan Wu Meng,Dr Tan Wu Meng (Jurong). ,True
2022-11-29,Tan Yia Swam,Dr Tan Yia Swam (Nominated Member). ,True
2022-11-29,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (Pioneer). ,True
2022-11-29,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Senior Minister and Coordinating Minister for National Security. ",True
2022-11-29,Josephine Teo,"Mrs Josephine Teo (Jalan Besar), Minister for Communications and Information and Second Minister for Home Affairs. ",True
2022-11-29,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Senior Minister and Coordinating Minister for Social Policies. ",True
2022-11-29,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2022-11-29,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2022-11-29,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs. ",True
2022-11-29,Wan Rizal,Dr Wan Rizal (Jalan Besar). ,True
2022-11-29,Don Wee,Mr Don Wee (Chua Chu Kang). ,True
2022-11-29,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Deputy Prime Minister and Minister for Finance. ",True
2022-11-29,Xie Yao Quan,Mr Xie Yao Quan (Jurong). ,True
2022-11-29,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee). ,True
2022-11-29,Yeo Wan Ling,Ms Yeo Wan Ling (Pasir Ris-Punggol). ,True
2022-11-29,Yip Hon Weng,Mr Yip Hon Weng (Yio Chu Kang). ,True
2022-11-29,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Radin Mas). ,True
2022-11-29,Zaqy Mohamad,"Mr Zaqy Mohamad (Marsiling-Yew Tee), Senior Minister of State for Defence and Manpower and Deputy Leader of the House. ",True
2022-11-29,Zhulkarnain Abdul Rahim,Mr Zhulkarnain Abdul Rahim (Chua Chu Kang). ,True
